title,price,area,volume,type,year,no_rooms,no_bed,no_bath,no_floor,balcony,garden,interior
For rent: Apartment Ternatestraat in Enschede,"€1,695 per month",150 m²,nan,Apartment,nan,3,2,2,nan,Not present,Not present,Upholstered
For rent: Room Hengelosestraat in Enschede,€550 per month,20 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Hogendijk in Zaandam,"€1,450 per month",77 m²,190 m³,Apartment,1920,3,2,1,2,Present,nan,Upholstered
For rent: Apartment Toulonselaan 143 in Dordrecht,"€1,400 per month",140 m²,465 m³,Apartment,1930,7,4,1,3,Present,Not present,Upholstered or furnished
For rent: Apartment Boschstraat in Breda,"€1,125 per month",60 m²,nan,Apartment,1991,2,1,1,nan,Present,nan,Upholstered
For rent: Apartment James Cookstraat in Amsterdam,"€1,950 per month",55 m²,143 m³,Apartment,1926,1,2,nan,1,nan,Not present,Upholstered
For rent: Apartment Herman Robbersstraat in Rotterdam,"€1,600 per month",57 m²,nan,Apartment,1941,3,2,1,nan,Present,Not present,Furnished
For rent: Apartment Rozenburgstraat in Den Haag,"€1,095 per month",41 m²,115 m³,Apartment,1905,2,1,1,1,nan,Not present,Upholstered
For rent: Apartment Van Aerssenstraat in Den Haag,"€1,450 per month",81 m²,243 m³,Apartment,1917,3,1,1,1,Present,Not present,Furnished
For rent: Apartment Scheldestraat 23 in IJmuiden,"€1,450 per month",79 m²,259 m³,Apartment,1968,4,3,1,1,Present,nan,Upholstered
For rent: Apartment Jufferstraat in Rotterdam,"€1,995 per month",90 m²,234 m³,Apartment,2002,3,2,1,1,nan,Not present,Furnished
For rent: Apartment Sigmaplantsoen 617 in Leiden,"€1,600 per month",72 m²,175 m³,Apartment,2015,3,2,nan,1,Not present,Not present,Furnished
For rent: Room Wassenberghstraat in Groningen,€495 per month,16 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: House Meerkensloop in Heesch,"€1,300 per month",120 m²,425 m³,House,2019,5,5,1,3,Not present,Present,nan
For rent: Studio Karrenstraat in Den Bosch,"€1,050 per month",35 m²,nan,Studio,1900,1,nan,nan,nan,Not present,Not present,Upholstered
For rent: Apartment Gedempte Zalmhaven in Rotterdam,"€2,995 per month",84 m²,220 m³,Apartment,2022,3,2,nan,1,Present,Not present,Furnished
For rent: House Arena in Etten-Leur,"€1,100 per month",70 m²,210 m³,House,1996,3,2,1,1,nan,Present,Upholstered
For rent: Apartment Brinkhorstweg in Apeldoorn,€975 per month,51 m²,nan,Apartment,1931,2,1,1,nan,nan,nan,Upholstered
For rent: Apartment Hoyledestraat in Rotterdam,"€1,350 per month",80 m²,216 m³,Apartment,1914,3,2,1,1,Not present,nan,Upholstered
For rent: Apartment Schoutenstraat in Den Haag,"€1,650 per month",113 m²,340 m³,Apartment,1931-1944,5,3,nan,1,Not present,Not present,Upholstered
For rent: Apartment Loosduinsekade in Den Haag,€995 per month,47 m²,nan,Apartment,nan,3,2,nan,nan,Present,Not present,Upholstered
For rent: Apartment 2e Van Blankenburgstraat in Den Haag,"€1,475 per month",55 m²,nan,Apartment,nan,3,2,nan,nan,Present,Not present,Furnished
For rent: Apartment Zuidplein in Rotterdam,"€2,950 per month",88 m²,nan,Apartment,nan,4,2,nan,nan,Not present,Not present,Furnished
For rent: House Kinderhuissingel 62 in Haarlem,"€3,250 per month",170 m²,715 m³,House,1895,6,5,1,4,Not present,"Present (35 m², located on the south-west)",Upholstered
For rent: House Kortenhoefsedijk in Kortenhoef,"€2,400 per month",150 m²,410 m³,House,1910,5,4,nan,1,Not present,"Present (64 m², located on the south)",Upholstered or furnished
For rent: House Max Velthuijsstraat 10 in Utrecht,"€2,250 per month",113 m²,nan,House,nan,5,4,1,nan,Not present,Present (45 m²),Upholstered
For rent: Apartment Bella Vistastraat 170 in Amsterdam,"€3,000 per month",113 m²,nan,Apartment,nan,4,3,2,nan,Present,Not present,Furnished
For rent: Apartment Driehuizenpark in Lisse,"€1,450 per month",87 m²,226 m³,Apartment,1922,3,2,1,2,Not present,Not present,Upholstered
For rent: Apartment Pontsteiger in Amsterdam,"€6,500 per month",184 m²,476 m³,Apartment,2019,5,3,2,1,nan,Present,Furnished
For rent: House Schoolpad 4 in Diemen,"€2,250 per month",104 m²,244 m³,House,1959,4,3,1,3,nan,Present,Furnished
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: Apartment Da Costakade in Amsterdam,"€2,500 per month",80 m²,260 m³,Apartment,1906,4,2,1,2,Present,Not present,Furnished
For rent: Apartment Wijsmullerstraat 53 I* in Amsterdam,"€3,500 per month",176 m²,550 m³,Apartment,1931-1944,7,4,1,4,Present,"Present (24 m², located on the south-east)",Upholstered
For rent: Apartment Brusselsestraat 12 B02 in Maastricht,€800 per month,20 m²,60 m³,Apartment,1931-1944,1,1,nan,1,Not present,Present (25 m²),Furnished
For rent: Apartment Tinnegietersdreef 34 C in Maastricht,"€1,000 per month",86 m²,230 m³,Apartment,1965,3,2,nan,1,Not present,Not present,Upholstered or furnished
For rent: Apartment Keizersgracht 812 A in Amsterdam,"€2,450 per month",95 m²,350 m³,Apartment,1750,2,1,1,1,Not present,Not present,Furnished
For rent: Apartment Govert Flinckstraat 283 II+III in Amsterdam,"€2,650 per month",103 m²,300 m³,Apartment,Before 1906,3,2,nan,2,Not present,"Present (16 m², located on the south)",Upholstered
For rent: Apartment Koninginneweg in Amsterdam,"€2,000 per month",63 m²,245 m³,Apartment,1931-1944,2,1,nan,1,Present,Not present,Furnished
For rent: Apartment Graafschapstraat 20 in Amsterdam,"€2,400 per month",95 m²,255 m³,Apartment,2008,3,2,nan,1,Not present,Not present,Furnished
For rent: House Dirk Tersteeglaan 33 in Naarden,"€3,850 per month",242 m²,885 m³,House,1997,6,4,3,4,Not present,Present,nan
For rent: Apartment Welle 44 N in Deventer,€627 per month,29 m²,nan,Apartment,2017,1,nan,1,nan,nan,nan,Upholstered
For rent: Apartment Kanaalstraat 11 G in Apeldoorn,€790 per month,55 m²,nan,Apartment,2014,1,1,1,nan,nan,nan,Upholstered
For rent: Apartment Ceintuurbaan in Amsterdam,"€2,450 per month",80 m²,240 m³,Apartment,1932,1,nan,nan,1,nan,Not present,Upholstered
For rent: Apartment Johannes Gerobulusstraat in Utrecht,"€1,350 per month",40 m²,nan,Apartment,nan,2,1,nan,nan,Not present,Present,Upholstered
For rent: Room Dorpstraat in Maastricht,€630 per month,17 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Furnished
For rent: Apartment Akersteenweg in Maastricht,"€1,025 per month",90 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Upholstered
For rent: Apartment Albert Cuypstraat in Amsterdam,"€1,575 per month",60 m²,180 m³,Apartment,1898,2,1,1,1,nan,Not present,Furnished
For rent: Studio Albert Cuypstraat in Amsterdam,"€1,600 per month",38 m²,132 m³,Studio,1899,1,nan,1,1,nan,Not present,Furnished
For rent: Apartment Scheepstimmermanslaan in Rotterdam,"€1,395 per month",86 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: House Graaf Van Lijndenlaan in Apeldoorn,€850 per month,60 m²,nan,House,nan,2,1,1,nan,nan,nan,Upholstered
For rent: Apartment P. Hans Frankfurthersingel in Amsterdam,"€1,650 per month",35 m²,90 m³,Apartment,2002,1,1,nan,1,Not present,"Present (90 m², located on the south-west)",nan
For rent: Apartment Rijksweg Zuid in Sittard,€975 per month,115 m²,nan,Apartment,1962,3,1,1,nan,Present,nan,Upholstered
For rent: Apartment Hoge Dries in Apeldoorn,€825 per month,44 m²,nan,Apartment,2005,2,1,1,nan,nan,Present (16 m²),Upholstered
For rent: Apartment Melissekade in Utrecht,"€2,600 per month",136 m²,340 m³,Apartment,2003,4,3,1,1,Present,Present (36 m²),Upholstered or furnished
For rent: Apartment Krommedijk 40 b in Dordrecht,€850 per month,32 m²,80 m³,Apartment,1960,2,1,1,1,Not present,nan,nan
For rent: Apartment Heresingel 34 a in Groningen,"€1,650 per month",90 m²,nan,Apartment,nan,3,2,1,nan,Not present,Present,Upholstered
For rent: Apartment Rooseveltlaan in Bergen op Zoom,"€1,385 per month",79 m²,nan,Apartment,1966,3,2,nan,nan,Present,nan,Furnished
For rent: Apartment Trompstraat in Den Haag,€745 per month,30 m²,nan,Apartment,nan,1,nan,1,nan,Present,Not present,Upholstered
For rent: Apartment Stadhoudersring 142 in Zoetermeer,"€1,350 per month",105 m²,315 m³,Apartment,1973,5,3,nan,1,Not present,Not present,Upholstered
For rent: Apartment Daalseweghof 102 in Utrecht,"€1,650 per month",105 m²,295 m³,Apartment,2001,3,2,1,1,nan,Not present,Furnished
For rent: Apartment Kopenhagenstraat 19 in Utrecht,"€1,700 per month",86 m²,210 m³,Apartment,2018,3,2,1,1,Present,Present,Upholstered
For rent: House Winschoterdiep in Groningen,"€1,250 per month",45 m²,135 m³,House,2000,2,1,nan,1,nan,Not present,Furnished
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: Apartment Schalkwijkerstraat 5 J in Haarlem,"€2,000 per month",72 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Furnished
For rent: Apartment Vlietzicht in Voorschoten,"€1,495 per month",85 m²,221 m³,Apartment,1995,3,2,1,1,Not present,"Present (90 m², located on the south-east)",Upholstered
For rent: Apartment Marnixlaan 240 C in Utrecht,"€1,495 per month",64 m²,207 m³,Apartment,2011,2,1,1,1,Present,nan,Upholstered
For rent: House Sionsweg in Maastricht,"€1,595 per month",176 m²,nan,House,nan,5,4,nan,1,nan,Present,Upholstered
For rent: House Kievitsheuvel 13 in Abcoude,"€2,100 per month",110 m²,250 m³,House,1960,5,4,1,3,nan,Present (60 m²),Shell
For rent: Apartment Vollenhoveschans in Almere,"€1,850 per month",79 m²,201 m³,Apartment,1984,3,2,1,1,Present,Not present,Furnished
For rent: Apartment Puck van Heelstraat in Rotterdam,"€1,550 per month",83 m²,224 m³,Apartment,1998,3,2,1,1,Present,Not present,Furnished
For rent: Room Rembrandtlaan in Enschede,€430 per month,12 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Hoge Gouwe in Gouda,"€1,395 per month",60 m²,nan,Apartment,nan,2,1,1,1,nan,Present,Furnished
For rent: House Prinsevinkenpark 1 in Den Haag,"€4,950 per month",269 m²,970 m³,House,1889,10,6,2,3,Not present,Present,Upholstered
For rent: Apartment Langswater in Amsterdam,"€2,250 per month",70 m²,200 m³,Apartment,1960,4,3,1,1,Not present,Present,Upholstered
For rent: Apartment Adriaen van Ostadelaan in Utrecht,"€1,550 per month",65 m²,195 m³,Apartment,1924,3,2,1,1,Not present,nan,nan
For rent: Room Tempelplein in Sittard,€310 per month,15 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Zuid Willemsvaart in Den Bosch,"€1,499 per month",100 m²,230 m³,Apartment,1900,3,1,nan,2,nan,Present,Upholstered
For rent: Room Willemskade in Rotterdam,€422 per month,16 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Furnished
For rent: House Cartesiusweg in Utrecht,"€1,850 per month",100 m²,250 m³,House,1926,5,4,1,3,Present,Present,Upholstered
For rent: Apartment Prinsengracht in Amsterdam,"€3,000 per month",100 m²,nan,Apartment,1960,3,2,1,nan,Present,nan,Furnished
For rent: House Aldegondaplantsoen in Maastricht,"€1,995 per month",130 m²,nan,House,nan,6,3,nan,nan,nan,Present,Upholstered
For rent: Apartment Herengracht in Leiden,"€1,075 per month",50 m²,175 m³,Apartment,1750,1,1,1,1,Not present,Not present,Furnished
For rent: Apartment Radesingel in Groningen,"€1,395 per month",75 m²,nan,Apartment,nan,3,2,1,nan,Not present,"Present (40 m², located on the north-west)",Upholstered
For rent: Apartment W.A. Scholtenstraat in Groningen,"€1,218 per month",45 m²,nan,Apartment,nan,2,1,1,nan,Not present,"Present (4 m², located on the east)",Upholstered
For rent: Studio Wipstrikkerallee in Zwolle,€995 per month,40 m²,nan,Studio,nan,1,nan,1,nan,nan,Present (20 m²),Furnished
For rent: Apartment Molenstraat in Tilburg,€694 per month,45 m²,nan,Apartment,nan,2,1,nan,nan,nan,nan,Upholstered
For rent: Apartment Reinoutdreef 133 in Utrecht,"€1,325 per month",92 m²,nan,Apartment,2021,3,2,nan,nan,Present,Not present,Shell
For rent: House Lindenkruishof 3 in Maastricht,"€1,450 per month",134 m²,nan,House,2016,4,3,nan,nan,Not present,"Present (32 m², located on the south-east)",Shell
For rent: Room Herengracht in Leiden,€375 per month,16 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Kruidenierweg in IJsselstein,€550 per month,30 m²,nan,Apartment,1990,2,1,1,nan,nan,nan,Furnished
For rent: Apartment Rodenrijsestraat in Rotterdam,"€1,895 per month",140 m²,463 m³,Apartment,2006,5,4,1,2,Present,Not present,Upholstered
For rent: Apartment Kleine der A 3 in Groningen,"€1,495 per month",146 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Shell
For rent: Apartment Plein 1940 in Middelburg,"€1,005 per month",57 m²,nan,Apartment,nan,2,1,1,1,Present,Present,Upholstered
For rent: House Winschoterdiep in Groningen,"€1,250 per month",45 m²,135 m³,House,2000,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Albert Cuypstraat 31 1 in Amsterdam,"€1,950 per month",50 m²,153 m³,Apartment,1890,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: Apartment Nieuwe Osdorpergracht in Amsterdam,"€1,750 per month",51 m²,nan,Apartment,2014,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: House Freesiastraat 38 in Capelle aan den IJssel,"€1,145 per month",112 m²,nan,House,nan,4,3,1,nan,Not present,Not present,Shell
For rent: House Zandkamp in Hoogland,"€1,895 per month",212 m²,nan,House,1973,7,6,2,nan,Present,Present (140 m²),Furnished
For rent: Apartment Graafseweg in Den Bosch,"€1,175 per month",50 m²,nan,Apartment,2021,3,2,1,nan,nan,nan,Upholstered
For rent: House Kievitstraat in Hedel,"€1,495 per month",137 m²,nan,House,1980,4,3,1,nan,nan,nan,Furnished
For rent: Apartment De Bossche Pad in Den Bosch,"€1,275 per month",55 m²,nan,Apartment,2021,3,2,1,nan,nan,nan,Upholstered
For rent: House Balderikstraat in Utrecht,"€1,650 per month",78 m²,nan,House,1926,4,3,1,nan,nan,nan,Upholstered
For rent: Apartment Van der Duijn van Maasdamweg in Rotterdam,"€1,800 per month",79 m²,nan,Apartment,2017,2,1,nan,nan,Not present,Not present,Furnished
For rent: Apartment Jan van Arkelstraat in Vlaardingen,"€1,295 per month",72 m²,nan,Apartment,nan,3,2,nan,1,Present,Not present,Upholstered or furnished
For rent: Apartment Quadenoord 140 in Rotterdam,€804 per month,68 m²,nan,Apartment,1965,2,1,1,nan,Present,Not present,Shell
For rent: Apartment van Halewijnlaan in Voorburg,"€1,795 per month",86 m²,nan,Apartment,1938,4,2,1,1,Present,Not present,Furnished
For rent: Apartment Oude Kraan 28 3 in Arnhem,"€1,050 per month",78 m²,195 m³,Apartment,1954,4,3,1,2,Not present,Present,Upholstered or furnished
For rent: House Veurselaan in Voorburg,"€1,850 per month",131 m²,nan,House,1951,5,3,1,nan,nan,"Present (100 m², located on the south-east)",Furnished
For rent: Apartment Kaldenkerkerweg in Venlo,€895 per month,50 m²,176 m³,Apartment,1979,2,1,1,1,Not present,Not present,nan
For rent: Apartment Hoofdstraat in Uithuizermeeden,Price on request,282 m²,nan,Apartment,nan,10,9,2,nan,Not present,Not present,Furnished
For rent: Apartment Damsterdiep 144 in Groningen,"€1,050 per month",55 m²,nan,Apartment,1925,2,1,nan,nan,nan,nan,nan
For rent: House Hertzogstraat in Den Helder,"€1,100 per month",78 m²,260 m³,House,1922,4,3,nan,2,nan,Not present,Shell
For rent: Apartment Rederserf in Den Haag,"€2,075 per month",95 m²,nan,Apartment,nan,3,2,nan,nan,Not present,Present,Furnished
For rent: Apartment Graaf Adolfstraat in Eindhoven,"€1,575 per month",70 m²,nan,Apartment,1972,2,1,1,1,Present,Not present,Furnished
For rent: House Leyenseweg in Bilthoven,"€1,100 per month",90 m²,nan,House,nan,2,1,1,nan,Not present,Present (located on the south),Shell
For rent: House De Vriehof in Rohel,€750 per month,44 m²,132 m³,House,2001-2010,2,1,1,1,Not present,Present,nan
For rent: Apartment Berckheydestraat 29 RD in Haarlem,"€2,000 per month",95 m²,260 m³,Apartment,1906,3,2,1,2,Not present,nan,Upholstered
For rent: House Gerrit van Heesstraat 8 in Haarlem,"€3,500 per month",138 m²,480 m³,House,1906-1930,6,5,1,3,Not present,"Present (62 m², located on the south)",nan
For rent: Apartment Rijnkade in Alphen aan den Rijn,€595 per month,27 m²,nan,Apartment,1899,1,nan,1,1,nan,Not present,Upholstered
For rent: Apartment Adriaen van Ostadelaan in Utrecht,"€1,595 per month",67 m²,147 m³,Apartment,1913,3,2,1,2,nan,Present,Furnished
For rent: Apartment Noord Koninginnewal in Helmond,"€1,095 per month",50 m²,nan,Apartment,2021,2,1,nan,1,nan,Not present,Upholstered
For rent: Apartment Dommelstraat in Eindhoven,"€1,295 per month",80 m²,243 m³,Apartment,1990,2,1,1,1,nan,Not present,Furnished
For rent: Apartment Bogardeind in Geldrop,€805 per month,45 m²,165 m³,Apartment,1967,2,1,1,1,nan,Present,Furnished
For rent: Apartment Grote Berg in Eindhoven,"€1,675 per month",110 m²,330 m³,Apartment,1988,3,2,1,1,nan,Present,Furnished
For rent: Apartment Da Costalaan 118 in Rijswijk,"€1,500 per month",116 m²,310 m³,Apartment,1929,4,2,1,2,Present,Not present,Upholstered
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: House 1e Jerichostraat 57 A in Rotterdam,"€2,500 per month",110 m²,300 m³,House,nan,4,3,1,2,nan,Present,Furnished
For rent: House Nieuwpoortslaan 146 in Alkmaar,"€1,700 per month",115 m²,340 m³,House,1937,5,4,1,3,Not present,Present,Furnished
For rent: Apartment Lange Hilleweg in Rotterdam,"€1,250 per month",65 m²,163 m³,Apartment,1982,3,2,nan,1,Not present,Not present,nan
For rent: Apartment Tweede Sweelinckstraat in Amsterdam,"€1,800 per month",52 m²,130 m³,Apartment,1906,2,1,nan,1,Not present,Not present,nan
For rent: Room Hanzestraat 102 kamer 4 in Arnhem,€550 per month,10 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,nan
For rent: House Kerkbuurt 76 in Wijdenes,"€2,800 per month",176 m²,677 m³,House,1948,6,5,2,3,Not present,"Present (2.128 m², located on the west)",nan
For rent: Apartment Hereweg in Groningen,"€1,375 per month",100 m²,nan,Apartment,nan,4,3,1,nan,Present,Not present,Upholstered or furnished
For rent: Apartment Elisabeth Wolffstraat in Amsterdam,"€2,000 per month",51 m²,110 m³,Apartment,Before 1906,3,2,nan,1,Not present,Not present,Upholstered
For rent: Apartment Olympiaweg in Amsterdam,"€1,950 per month",48 m²,144 m³,Apartment,1926,2,1,nan,1,Present,Not present,Upholstered
For rent: Apartment Koning Wenzelstraat in Deventer,€765 per month,67 m²,nan,Apartment,nan,4,4,nan,nan,Present,Not present,Shell
For rent: House Groenlandse kade in Vinkeveen,"€1,550 per month",50 m²,125 m³,House,1993,2,1,1,1,nan,Not present,Furnished
